0	7
0	13
0	16
0	21
0	28
0	67
0	76
0	79
0	84
0	88
0	96
0	99
0	101
0	116
0	128
0	131
0	160
0	190
0	224
0	233
0	235
0	269
0	286
0	322
0	324
0	332
0	355
0	356
0	374
0	419
0	420
0	461
0	472
0	489
0	498
1	0
1	2
1	10
1	25
1	70
1	74
1	88
1	108
1	146
1	172
1	228
1	230
1	261
1	288
1	297
1	300
1	308
1	336
1	406
1	416
1	440
1	449
1	482
2	21
2	24
2	84
2	101
2	102
2	118
2	119
2	128
2	146
2	260
2	268
2	277
2	289
2	325
2	328
2	341
2	356
2	360
2	418
2	462
3	4
3	24
3	40
3	49
3	84
3	154
3	160
3	256
3	293
3	320
3	324
3	461
4	0
4	10
4	24
4	34
4	53
4	86
4	96
4	105
4	132
4	136
4	162
4	176
4	224
4	258
4	298
4	321
4	330
4	336
4	339
4	392
4	403
4	445
5	22
5	42
5	144
5	256
5	258
5	264
5	320
5	368
5	378
5	400
5	448
6	8
6	32
6	35
6	84
6	97
6	107
6	113
6	129
6	192
6	248
6	328
6	339
6	385
7	16
7	96
7	152
7	202
7	208
7	264
7	336
7	346
8	0
8	2
8	6
8	97
8	123
8	164
8	166
8	179
8	259
8	292
8	294
8	306
8	485
9	102
9	114
9	176
9	257
9	276
9	278
9	326
9	392
9	402
9	448
10	57
10	73
10	244
10	288
10	389
10	416
10	450
11	0
11	37
11	56
11	98
11	178
12	5
12	56
12	106
12	128
12	160
12	225
12	281
12	400
12	402
13	50
13	94
13	96
13	256
13	346
13	352
13	434
14	4
14	18
14	60
14	81
14	258
14	320
14	345
14	432
15	2
15	322
16	0
16	1
16	5
16	16
16	40
16	69
16	80
16	129
16	167
16	168
16	188
16	288
16	290
16	308
16	406
17	4
17	8
17	16
17	42
17	70
17	160
17	264
17	268
17	388
18	1
18	33
18	64
18	96
18	141
18	236
18	257
18	289
18	293
18	484
19	39
19	264
19	358
20	66
20	96
20	130
20	161
20	179
20	211
20	226
20	449
21	3
21	12
21	36
21	194
21	374
22	65
22	108
22	235
22	389
22	417
22	440
23	64
23	80
23	428
24	4
24	33
24	35
24	352
24	454
25	14
25	35
25	168
25	416
26	0
26	32
26	128
26	288
26	356
26	454
27	64
27	388
28	11
28	131
28	304
28	323
29	9
29	32
29	322
29	482
31	224
32	5
32	6
32	9
32	12
32	16
32	24
32	34
32	74
32	82
32	128
32	132
32	136
32	142
32	145
32	161
32	162
32	194
32	196
32	201
32	202
32	208
32	270
32	272
32	275
32	320
32	347
32	455
33	0
33	8
33	49
33	137
33	168
33	200
33	370
33	458
34	1
34	79
34	98
34	113
34	126
34	342
35	0
35	16
35	20
35	80
35	112
35	468
36	73
36	80
36	129
36	192
36	196
36	267
36	282
37	162
37	320
38	16
38	91
38	176
38	272
38	388
39	58
39	88
39	144
39	256
40	82
40	100
40	133
40	199
40	264
40	320
41	24
41	132
41	156
41	161
41	290
41	448
42	5
42	384
43	20
43	68
44	1
44	50
44	200
45	146
45	194
47	418
48	13
48	40
48	47
48	64
48	100
48	259
48	260
48	321
48	322
48	457
49	70
49	132
49	262
49	392
50	1
50	65
50	392
51	65
51	284
51	448
52	176
52	264
52	274
52	409
53	342
53	440
54	193
54	258
54	321
54	465
55	8
55	264
56	139
56	191
56	321
56	390
57	194
58	133
58	197
59	4
60	260
60	434
60	461
61	2
61	258
62	289
63	1
64	0
64	12
64	13
64	17
64	24
64	32
64	45
64	68
64	104
64	130
64	140
64	179
64	193
64	268
64	269
64	284
64	312
64	364
65	16
65	17
65	44
65	128
65	168
65	198
65	240
65	288
65	290
65	390
65	416
65	438
65	440
66	20
66	44
66	148
66	157
66	192
67	268
68	17
68	27
68	41
68	59
68	83
68	98
68	129
68	168
68	202
68	290
69	54
69	258
69	267
69	290
70	41
70	153
70	256
70	275
70	306
70	309
71	152
71	240
72	97
72	256
72	273
72	336
72	416
73	35
73	70
73	215
73	224
73	262
74	0
74	19
74	66
74	272
76	20
77	390
78	385
79	24
80	8
80	14
80	20
80	37
80	132
80	192
80	294
81	36
81	282
81	436
81	440
82	96
82	128
82	137
82	140
83	32
83	322
84	129
84	148
84	393
85	130
85	290
86	488
87	416
88	150
88	231
88	385
90	260
90	385
91	128
91	384
92	31
92	162
92	257
93	130
93	131
93	290
93	434
94	129
95	132
96	0
96	25
96	156
96	171
96	205
96	225
96	268
96	286
96	300
96	392
97	401
98	12
98	17
98	80
98	397
100	8
100	50
100	258
100	400
100	425
101	3
101	134
101	256
101	386
101	467
102	29
102	296
102	385
103	186
104	19
104	86
104	133
104	176
104	343
105	35
106	20
106	66
106	388
107	128
108	0
108	4
108	12
108	130
109	206
110	34
110	384
111	20
112	138
112	393
112	468
113	260
114	310
115	285
116	129
116	264
120	128
120	129
121	256
128	5
128	38
128	40
128	80
128	105
128	110
128	142
128	195
128	236
128	263
128	280
128	306
128	311
128	340
128	484
129	14
129	56
129	168
129	174
129	252
129	264
129	381
130	5
130	24
130	48
130	92
130	100
130	115
130	160
130	333
130	335
130	364
131	96
131	260
131	280
132	2
132	19
132	33
132	64
132	97
132	258
132	288
133	118
133	259
134	96
135	10
135	144
135	305
136	14
136	17
136	19
136	21
136	65
136	70
136	92
136	282
136	327
137	90
137	346
138	0
138	4
138	84
138	276
139	16
140	258
140	273
140	369
141	96
141	288
141	336
142	256
142	289
143	0
143	370
144	102
144	123
144	144
144	194
144	295
144	296
144	344
144	458
145	67
145	110
145	260
145	322
146	64
146	256
146	258
146	264
146	268
146	273
147	40
148	410
149	0
150	1
150	97
150	258
150	385
152	34
152	35
152	88
152	261
152	423
154	0
154	325
155	64
156	360
158	32
158	65
158	104
158	328
160	8
160	69
160	79
160	256
160	278
160	283
160	305
160	322
161	4
161	8
161	10
161	204
161	266
161	294
161	320
162	197
162	392
163	308
163	336
164	72
164	265
164	280
164	321
165	0
165	406
168	16
168	71
170	20
170	64
170	265
171	4
171	320
172	2
172	114
174	64
175	0
175	2
176	2
176	83
176	265
176	266
177	0
177	14
177	28
177	256
179	66
179	268
179	332
179	357
188	0
189	66
189	345
192	4
192	29
192	36
192	259
193	6
193	22
193	48
193	68
193	136
193	273
193	280
194	24
194	27
194	48
194	172
194	281
195	48
196	17
196	290
196	313
196	402
197	1
197	464
198	57
198	257
198	264
198	297
200	49
200	285
201	6
201	16
202	16
204	1
204	49
204	81
204	96
204	147
204	205
205	32
206	51
206	256
206	292
208	37
208	164
208	294
208	417
209	168
210	76
210	258
211	368
213	32
214	0
214	1
215	72
216	264
217	0
218	172
219	70
224	31
224	129
224	183
226	281
227	284
230	0
230	60
235	129
236	257
237	17
238	68
240	10
240	43
240	270
241	2
242	10
243	12
244	422
247	273
248	6
249	38
249	387
253	258
256	19
256	25
256	32
256	64
256	66
256	68
256	107
256	122
256	217
256	253
256	277
256	296
256	302
256	480
257	32
257	34
257	100
257	109
257	120
257	128
257	160
257	204
257	224
257	250
257	316
257	440
258	12
258	41
258	45
258	61
258	101
258	137
258	209
258	217
258	296
258	360
258	468
259	320
259	437
260	32
260	72
260	73
260	145
260	257
260	450
261	2
261	16
261	56
261	72
261	420
262	0
262	16
262	17
262	65
262	96
262	128
262	312
263	80
263	258
264	82
264	83
264	144
264	162
264	164
264	174
264	224
264	230
265	26
265	68
265	102
265	114
266	17
266	76
266	133
266	273
267	260
268	102
268	203
268	210
269	2
269	64
269	80
269	84
270	9
270	65
270	84
270	101
270	208
271	213
272	11
272	21
272	41
272	68
272	152
272	161
272	203
272	418
273	66
273	128
273	164
273	360
273	386
274	0
274	5
274	37
274	153
274	165
274	204
274	229
274	485
275	78
276	34
276	229
276	265
277	64
277	128
279	121
280	32
280	33
280	58
280	292
282	198
283	68
283	134
283	356
284	0
284	131
288	33
288	66
288	81
288	94
288	142
288	168
288	192
288	235
288	260
288	277
288	455
289	71
289	98
289	140
290	337
291	24
291	76
292	17
292	40
293	154
293	164
293	192
294	16
294	55
294	76
294	125
296	72
296	92
298	240
299	13
300	134
300	139
300	146
302	16
302	160
304	216
304	448
305	76
306	1
308	7
308	64
308	385
309	138
309	150
309	168
312	4
312	326
313	132
314	0
314	1
315	224
315	274
316	27
320	8
320	165
320	183
321	2
321	4
321	42
321	53
322	0
322	16
322	41
322	98
322	144
322	195
322	381
323	41
323	178
324	2
324	131
324	400
325	56
325	130
325	258
325	344
326	8
326	37
326	81
326	136
328	38
328	113
329	5
329	432
330	151
331	160
332	16
332	49
334	163
334	259
336	2
336	3
336	56
336	179
336	196
338	4
338	73
338	150
338	300
339	4
339	33
339	272
340	258
340	394
344	1
344	6
344	160
346	1
347	4
347	262
350	41
352	0
352	8
352	50
353	2
353	36
353	113
354	17
354	400
355	8
356	211
358	9
359	0
359	128
359	136
360	18
360	466
366	0
368	4
368	9
368	20
368	129
368	192
368	256
369	30
369	144
370	1
372	256
372	288
375	8
376	22
378	272
379	192
382	0
384	13
384	29
384	65
384	72
384	121
384	137
384	289
384	338
385	0
385	21
385	58
385	118
386	16
386	57
386	64
387	0
388	16
388	64
388	200
388	322
389	8
389	18
389	34
389	40
389	200
389	240
392	0
392	38
393	84
394	16
394	20
395	0
396	8
398	386
401	103
402	73
403	13
403	72
404	2
404	221
405	144
408	96
409	98
415	0
416	0
416	131
416	384
417	2
420	115
421	2
421	27
422	264
423	312
424	21
424	27
425	66
427	172
428	1
428	48
435	12
437	0
438	66
438	256
440	66
444	32
448	73
451	13
451	32
455	128
456	50
456	101
458	0
458	81
460	425
464	37
464	100
466	49
468	11
472	17
473	256
480	8
480	18
480	345
481	10
481	16
482	0
483	4
486	25
487	20
496	1
497	4
499	12
